"","Codigo_da_oportunidade","Classificacao_da_Oportunidade","Data_de_criacao","Faixa_de_Faturamento_Agregado","Data_Real_de_Encerramento_da_Opp2","numero_relacionamentos","numero_relacionamentos_convertidos","intervalo_tempo","ano","Valor_corrigido2","Forma_de_Contratacao_Agregado","Concorrentes","n_solucoes","Software","Comissão sobre Parceiros","Cybersecurity","Desdobramento de metas","ESG","Equilíbrio fiscal","Skill_dev","Gestão Estratégica","Gestão da Educação","Gestão da Operação","Gestão da Receita","Gestão da Saúde","Gestão da Segurança Pública","Gestão da Segurança Viária","Gestão de Gastos","Gestão de operações projetizadas","Gestão de pessoas","Processes Excellence","Produtos digitais","S_amp_OP_S_amp_OE","Transformação Digital","Treinamentos","Roadmap","Segmentacao","Carteira_Nova","Segmento_Agregado2","Total_HH","Custo_Total","Margem_Total","ID_cliente"
"84",12381,"Novo",2021-04-06,"De 501 a 1 bilhão",2021-07-28,1,0,0,2021,1318793.74185674,"Publico",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Saúde, Educação e Serviços Públicos","Administracao Publica",301,449623.22,0.559376514687508,281
"85",12402,"Novo",2021-04-08,"De 60,1 a 300 milhoes",2021-07-28,1,0,0,2021,1051710.30337987,"Concorrência",0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Saúde, Educação e Serviços Públicos","Serviços Médicos",242,405456.7,0.501753633562412,445
"86",12879,"Novo",2021-06-23,"Acima de 5 bilhões",2021-07-28,2,0,1.2,2021,337315.499977341,"Sem Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,"Bens Duráveis","Demais Ind.",72,91775.18,0.648370957854406,585
"87",12892,"Novo",2021-06-25,"De 501 a 1 bilhão",2021-07-28,1,0,0,2021,2427023.77703047,"Sem Concorrência",0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,"Serviços","Energia",595,915048.96,0.512734022924238,205
"88",12083,"Recuperação",2021-02-08,"De 501 a 1 bilhão",2021-07-29,2,0,8.83,2021,2714032.73716545,"Concorrência",0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Bens Não Duráveis","Ind de Alimentos e Bebidas",752,1152915.37,0.450992680952381,705
"89",12401,"Novo",2021-04-08,"De 1 a 5 bilhões",2021-07-29,1,0,0,2021,11954338.4617018,"RFP",0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Saúde, Educação e Serviços Públicos","Serviços Médicos",1940,5524286.73,0.402763348611232,156
"90",12322,"Recuperação",2021-03-24,"Até 15 milhões de faturamento",2021-07-30,2,0,4.1,2021,849970.324236915,"Sem Concorrência",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Internacional & Outros","Agronegócio",278,315600.2,0.520123711907031,102
"91",12349,"Recuperação",2021-03-29,"De 501 a 1 bilhão",2021-07-30,2,0,2.6,2021,187512.521951395,"Sem Concorrência",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Internacional & Outros","Servicos Especializados",42,62521.12,0.630489834515366,200
"92",12626,"Novo",2021-05-11,"De 60,1 a 300 milhoes",2021-07-30,2,1,21.13,2021,295958.372043321,"Sem Concorrência",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Bens Não Duráveis","Agronegócio",78,112848.51,0.507211015073123,451
"93",12705,"Renovação",2021-05-26,"De 1 a 5 bilhões",2021-07-30,4,2,5.4,2021,2438106.07738221,"Sem Concorrência",0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,"Bens Não Duráveis","Agronegócio",675,884261.06,0.531268984892658,194
"94",12856,"Novo",2021-06-21,"De 501 a 1 bilhão",2021-07-30,3,1,6.63,2021,1883991.05979534,"Sem Concorrência",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Serviços","Energia",445,696029.72,0.52253149031041,178
"95",12947,"Renovação",2021-07-06,"De 301 a 500 milhões",2021-07-30,3,2,4.03,2021,1537669.17380355,"Sem Concorrência",0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Bens Duráveis","Demais Comercios",379,782275.41,0.324241088435374,304
"96",12977,"Novo",2021-07-14,"Até 15 milhões de faturamento",2021-07-30,1,0,0,2021,115255.923658068,"Sem Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,"Serviços","Energia",29,46982.83,0.473168535546087,167
"97",10387,"Novo",2020-01-13,"De 501 a 1 bilhão",2021-08-02,1,0,0,2021,758083.491461101,"Sem Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,"Serviços","Serviços Financeiros",4397,289097.63,0.511391169138463,81
"98",12791,"Novo",2021-06-08,"Acima de 5 bilhões",2021-08-02,1,0,0,2021,239593.715749526,"Sem Concorrência",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Serviços","Tecnologia",5,123949.59,0.337167967914439,796
"99",10481,"Novo",2020-02-04,"De 15,1 a 60 milhões",2021-08-03,3,0,3.63,2021,4724288.42504744,"Publico",0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Saúde, Educação e Serviços Públicos","Administracao Publica",1252,2281204.23,0.358810380720387,716
"100",12183,"Renovação",2021-03-01,"De 301 a 500 milhões",2021-08-04,5,2,5.2,2021,541968.676166983,"Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,"Bens Não Duráveis","Ind de Alimentos e Bebidas",74,191570.59,0.547114444444444,708
"101",11585,"Recuperação",2020-10-01,"Acima de 5 bilhões",2021-08-06,2,0,9,2021,1643612.90322581,"Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,"Saúde, Educação e Serviços Públicos","Administracao Publica",290,603848.2,0.529280647323865,562
"102",12625,"Renovação",2021-05-11,"De 15,1 a 60 milhões",2021-08-06,6,3,2.9,2021,225580.685237192,"Sem Concorrência",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Bens Não Duráveis","Agronegócio",16,64915.12,0.631296070156705,190
"103",12828,"Renovação",2021-06-14,"De 1 a 5 bilhões",2021-08-06,5,3,2.67,2021,1431569.25996205,"Concorrência",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Serviços","Serviços Financeiros",296,383532.12,0.656740001208246,759
"104",12884,"Renovação",2021-06-24,"Acima de 5 bilhões",2021-08-06,4,2,1.43,2021,2307210.62618596,"Sem Concorrência",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Bens Duráveis","Demais Ind.",478,1131809.1,0.461043285714286,188
"105",12946,"Renovação",2021-07-06,"De 60,1 a 300 milhoes",2021-08-09,4,3,5.57,2021,261374.959639469,"Sem Concorrência",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Infraestrutura e Indústria de Base","Saneamento e Infra",24,115207.54,0.435257156862745,426
"106",12544,"Renovação",2021-04-28,"De 501 a 1 bilhão",2021-08-10,4,1,2.13,2021,64821.6318785579,"Concorrência",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Serviços","Serviços Financeiros",25.5,20886.64,0.587159361565449,264
"107",12973,"Renovação",2021-07-14,"De 1 a 5 bilhões",2021-08-10,8,3,2.53,2021,781562.391916509,"Sem Concorrência",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Bens Não Duráveis","Agronegócio",183,229972.33,0.622996180327869,95
"108",12987,"Renovação",2021-07-16,"De 1 a 5 bilhões",2021-08-10,8,5,6.67,2021,535562.431195446,"Sem Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Infraestrutura e Indústria de Base","Petróleo e Gás",118,159185.78,0.619172775119617,601
"109",12086,"Recuperação",2021-02-08,"De 501 a 1 bilhão",2021-08-11,2,0,14.9,2021,1691844.59203036,"Sem Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,"Internacional & Outros","Siderurgia e Mineração",388,706360.03,0.54129486979674,76
"110",12772,"Novo",2021-06-07,"De 301 a 500 milhões",2021-08-11,1,0,0,2021,1665624.78028463,"Sem Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Serviços","Serviços Financeiros",639,800434.2,0.384281384615385,373
"111",12878,"Recuperação",2021-06-23,"De 1 a 5 bilhões",2021-08-11,4,0,6.8,2021,988804.554079697,"RFP",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Bens Duráveis","Demais Comercios",96,435563.23,0.435616158082281,256
"112",13164,"Renovação",2021-08-09,"De 1 a 5 bilhões",2021-08-11,2,1,6.73,2021,131840.607210626,"Sem Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,"Saúde, Educação e Serviços Públicos","Ensino/Educação",15,41356.67,0.598088726919339,272
"113",13204,"Novo",2021-08-12,"De 1 a 5 bilhões",2021-08-12,2,0,2.63,2021,1329937.73055028,"Concorrência",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Bens Não Duráveis","Comércio de Alimentos e Bebidas",362,465626.46,0.551419595375723,729
"114",10224,"Novo",2019-11-19,"Acima de 5 bilhões",2021-08-13,1,0,0,2021,3515749.5256167,"Sem Concorrência",0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,"Bens Não Duráveis","Comércio de Alimentos e Bebidas",815,1079400.71,0.606632394314869,770
"115",11851,"Renovação",2020-12-07,"Acima de 5 bilhões",2021-08-13,31,13,1.03,2021,764675.521821632,"Concorrência",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bens Não Duráveis","Ind de Alimentos e Bebidas",136,240795,0.596536644214336,144
"116",12413,"Novo",2021-04-12,"De 501 a 1 bilhão",2021-08-13,1,0,0,2021,684187.402428843,"Sem Concorrência",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Bens Não Duráveis","Comércio de Alimentos e Bebidas",126,184476.96,0.654537528089888,1
"117",12613,"Recuperação",2021-05-10,"Acima de 5 bilhões",2021-08-13,2,0,12.7,2021,461249.93459203,"Concorrência",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Infraestrutura e Indústria de Base","Químico Petroquímico e Embalagens",52,165128.87,0.541308694444444,89
"118",12697,"Renovação",2021-05-25,"De 1 a 5 bilhões",2021-08-13,6,2,8.53,2021,1210736.24288425,"RFP",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Bens Não Duráveis","Agronegócio",147,431954.24,0.542888636087051,669
"119",13081,"Recuperação",2021-07-28,"De 60,1 a 300 milhoes",2021-08-13,4,3,24.83,2021,1346751.80265655,"Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,"Serviços","Serviços Financeiros",281,544247.51,0.482223059421657,324
"120",12997,"Renovação",2021-07-19,"De 60,1 a 300 milhoes",2021-08-16,6,2,0.9,2021,195563.567362429,"Sem Concorrência",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Infraestrutura e Indústria de Base","Incorporação e Construção",29,61546.78,0.596771513741933,280
"121",12638,"Novo",2021-05-12,"De 1 a 5 bilhões",2021-08-17,1,0,0,2021,2697030.89089184,"Concorrência",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Infraestrutura e Indústria de Base","Petróleo e Gás",432,925436.31,0.560362798099762,36
"122",12658,"Novo",2021-05-18,"De 15,1 a 60 milhões",2021-08-17,2,0,38.17,2021,1477921.67077799,"RFP",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Serviços","Energia",304,537868.66,0.533707273515388,764
"123",12826,"Novo",2021-06-14,"De 501 a 1 bilhão",2021-08-17,2,0,23.3,2021,640624.914648956,"Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Bens Duráveis","Demais Ind.",142,194080.47,0.61183906,392
"124",12291,"Renovação",2021-03-18,"De 60,1 a 300 milhoes",2021-10-17,9,6,0,2021,904257.291256474,"Sem Concorrência",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Infraestrutura e Indústria de Base","Químico Petroquímico e Embalagens",136,328270.84,0.545880027252385,90
"125",13474,"Renovação",2021-09-17,"Acima de 5 bilhões",2021-10-27,13,4,1.47,2021,421557.669589317,"Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Serviços","Energia",78,127844.63,0.62063626584767,284
"126",13761,"Recuperação",2021-10-21,"De 1 a 5 bilhões",2021-11-19,4,2,11.23,2021,1051944.96427566,"Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,"Saúde, Educação e Serviços Públicos","Ensino/Educação",238,593598.28,0.30076475542598,723
"127",12936,"Recuperação",2021-07-03,"De 1 a 5 bilhões",2021-12-14,2,0,14.93,2021,1494656.24976887,"Sem Concorrência",0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,"Serviços","Serviços Financeiros",286,470371.81,0.61286270781893,379
"128",13969,"Renovação",2021-11-19,"Acima de 5 bilhões",2021-12-16,14,10,5.37,2021,3922008.72870112,"Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Bens Não Duráveis","Ind de Alimentos e Bebidas",1282,2070371.47,0.44314914739107,145
"129",14138,"Recuperação",2021-12-07,"De 1 a 5 bilhões",2021-12-20,2,1,28.7,2021,105487.055640159,"Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,"Saúde, Educação e Serviços Públicos","Ensino/Educação",31,42529.81,0.504025539358601,800
"130",13719,"Renovação",2021-10-16,"De 15,1 a 60 milhões",2021-12-22,2,1,9.3,2021,659370.987265851,"Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,"Serviços","Outros",154,241298.05,0.549817070895522,112
"131",13374,"Recuperação",2021-09-01,"De 301 a 500 milhões",2021-12-23,1,0,0,2021,1218375.49264384,"Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,"Serviços","Serviços Financeiros",358,595406.51,0.39882977042394,136
"132",13665,"Renovação",2021-10-07,"De 501 a 1 bilhão",2021-12-31,10,5,2.87,2021,516671.29465363,"Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Bens Duráveis","Demais Ind.",162,198365.05,0.527702261904762,701
"133",13829,"Renovação",2021-10-29,"De 501 a 1 bilhão",2022-01-06,20,4,0.47,2022,322105.795624637,"Sem Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Serviços","Serviços Financeiros",54,103538.25,0.606696042772623,765
"134",12172,"Novo",2021-02-25,"De 60,1 a 300 milhoes",2022-01-11,1,0,0,2022,407446.194336748,"Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,"Bens Duráveis","Demais Ind.",117,179104.71,0.462148018018018,116
"135",14236,"Recuperação",2021-12-22,"De 15,1 a 60 milhões",2022-01-11,2,1,25.63,2022,413564.011616115,"Sem Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,"Serviços","Servicos Especializados",87,125529.95,0.628609615384615,557
"136",14262,"Recuperação",2021-12-30,"De 1 a 5 bilhões",2022-01-12,11,3,8.67,2022,325253.409262663,"RFP",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Serviços","Serviços Financeiros",71,98346.6,0.630032540205022,181
"137",13675,"Renovação",2021-10-11,"Acima de 5 bilhões",2022-01-17,16,10,0.33,2022,392402.500207213,"Sem Concorrência",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Internacional & Outros","Ind de Alimentos e Bebidas",39,233420.47,0.375881096256684,145
"138",14113,"Novo",2021-12-03,"De 1 a 5 bilhões",2022-01-18,1,0,0,2022,123026.724339966,"Concorrência",0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Saúde, Educação e Serviços Públicos","Associações Fed. Fundações e Entidades De Classe",32,60699.51,0.396313104189044,752
"139",14229,"Novo",2021-12-21,"De 301 a 500 milhões",2022-01-20,1,0,0,2022,1468886.36441203,"Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,"Serviços","Servicos Especializados",296,440723.79,0.632883140358184,736
"140",13900,"Renovação",2021-11-10,"De 1 a 5 bilhões",2022-01-24,6,3,5.7,2022,104920.454600859,"Sem Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,"Bens Não Duráveis","Comércio de Alimentos e Bebidas",26,44745.49,0.478186705539359,759
"141",14071,"Novo",2021-12-01,"Acima de 5 bilhões",2022-01-24,1,0,0,2022,1101205.93517696,"Sem Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,"Bens Não Duráveis","Agronegócio",283,371634.68,0.587072577777778,295
"142",14001,"Renovação",2021-11-23,"Acima de 5 bilhões",2022-01-28,15,4,1.97,2022,178364.77282146,"Sem Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Serviços","Energia",33,63037.32,0.567571119876522,284
"143",12265,"Novo",2021-03-12,"Acima de 5 bilhões",2022-01-31,1,0,0,2022,3158105.68348586,"Publico",0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,"Saúde, Educação e Serviços Públicos","Administracao Publica",661,1367897.05,0.470028166558508,641
"144",12295,"Recuperação",2021-03-18,"De 1 a 5 bilhões",2022-01-31,10,4,10.37,2022,936939.659585672,"RFP",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Bens Duráveis","Ind. Farmacêutica",255,365155.08,0.523139050404996,405
"145",13740,"Novo",2021-10-19,"De 60,1 a 300 milhoes",2022-01-31,4,0,3.4,2022,4023699.43394295,"Concorrência",0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,"Infraestrutura e Indústria de Base","Incorporação e Construção",426,1707875.98,0.480653949163946,576
"146",13054,"Novo",2021-07-23,"De 1 a 5 bilhões",2022-02-02,2,0,22.2,2022,1734429.48324514,"Publico",0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Infraestrutura e Indústria de Base","Saneamento e Infra",275,851175.94,0.405538011338538,219
"147",13111,"Recuperação",2021-07-30,"De 501 a 1 bilhão",2022-02-02,3,0,1.43,2022,1316049.25151724,"Publico",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,"Saúde, Educação e Serviços Públicos","Associações Fed. Fundações e Entidades De Classe",349,655959.61,0.396237193986852,711
"148",12546,"Renovação",2021-04-29,"De 1 a 5 bilhões",2022-02-04,10,1,2.8,2022,9348416.15126689,"RFP",0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Infraestrutura e Indústria de Base","Siderurgia e Mineração",1704,3711752.25,0.519047319400862,841
"149",12657,"Recuperação",2021-05-18,"Até 15 milhões de faturamento",2022-02-07,2,0,15.03,2022,308888.382528511,"Concorrência",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"Saúde, Educação e Serviços Públicos","Serviços Médicos",127,130303.51,0.489005843137255,517
"150",13722,"Novo",2021-10-18,"Até 15 milhões de faturamento",2022-02-07,1,0,0,2022,624266.456323489,"Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,"Saúde, Educação e Serviços Públicos","Serviços Médicos",210,257706.84,0.499945494147267,98
"151",13810,"Novo",2021-10-27,"De 60,1 a 300 milhoes",2022-02-07,1,0,0,2022,402164.707975879,"Publico",0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Saúde, Educação e Serviços Públicos","Administracao Publica",125,177305.77,0.46595197724168,642
"152",14092,"Renovação",2021-12-02,"De 301 a 500 milhões",2022-02-07,2,0,4.13,2022,1574725.10960019,"Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,"Saúde, Educação e Serviços Públicos","Ensino/Educação",336,510281.83,0.607475515384615,805
"153",13177,"Renovação",2021-08-10,"De 60,1 a 300 milhoes",2022-02-08,2,1,15.53,2022,353162.387936749,"Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,"Serviços","Transporte e Logística",184,245313.45,0.158588749785629,612
"154",14189,"Recuperação",2021-12-14,"Até 15 milhões de faturamento",2022-02-08,2,0,0.73,2022,220461.516798225,"Sem Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,"Bens Duráveis","Demais Comercios",58,72554.14,0.601350879120879,658
"155",13682,"Novo",2021-10-13,"De 60,1 a 300 milhoes",2022-02-09,1,0,0,2022,921819.853107201,"Sem Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,"Serviços","Serviços Financeiros",188,282688.4,0.628530354796321,840
"156",12424,"Recuperação",2021-04-13,"Acima de 5 bilhões",2022-02-10,3,1,19.47,2022,882905.969841873,"Sem Concorrência",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Serviços","Serviços Financeiros",380,437470.76,0.39980002057966,77
"157",13622,"Renovação",2021-10-04,"De 301 a 500 milhões",2022-02-10,8,4,5.93,2022,382246.349296246,"Sem Concorrência",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Bens Não Duráveis","Comércio de Alimentos e Bebidas",142,165985.96,0.473995563442768,825
"158",13634,"Novo",2021-10-05,"De 60,1 a 300 milhoes",2022-02-11,1,0,0,2022,623227.743417792,"Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,"Saúde, Educação e Serviços Públicos","Serviços Médicos",340,291584.05,0.433267152575316,388
"159",13915,"Recuperação",2021-11-11,"De 501 a 1 bilhão",2022-02-11,1,0,0,2022,2295555.52158887,"Concorrência",0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,"Saúde, Educação e Serviços Públicos","Serviços Médicos",660,951963.43,0.497664509320212,675
"160",14203,"Renovação",2021-12-16,"De 1 a 5 bilhões",2022-02-11,2,0,3.57,2022,9751.18746757969,"Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,"Bens Duráveis","Demais Comercios",1,5384.76,0.331085714285714,10
"161",11934,"Recuperação",2021-01-08,"De 60,1 a 300 milhoes",2022-02-14,2,0,28.4,2022,2095595.71502524,"Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,"Bens Duráveis","Comércio de Alimentos e Bebidas",480,820932.15,0.52547274566474,457
"162",12913,"Novo",2021-06-29,"De 1 a 5 bilhões",2022-02-14,1,0,0,2022,1226719.94162735,"RFP",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Internacional & Outros","Transporte e Logística",142,545289.29,0.538281718882303,827
"163",14215,"Renovação",2021-12-20,"De 60,1 a 300 milhoes",2022-02-15,9,6,7.4,2022,133993.964834825,"Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Bens Não Duráveis","Ind de Alimentos e Bebidas",9,81455.38,0.263630257418582,282
"164",13330,"Novo",2021-08-26,"De 301 a 500 milhões",2022-02-16,1,0,0,2022,89638.2023337796,"Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,"Serviços","Transporte e Logística",6,46716.62,0.368694324324324,532
"165",13425,"Renovação",2021-09-10,"De 1 a 5 bilhões",2022-02-17,11,7,13.13,2022,2745318.20975538,"Sem Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Bens Duráveis","Demais Comercios",617,1119804.82,0.576312970109724,480
"166",13658,"Renovação",2021-10-06,"De 1 a 5 bilhões",2022-02-18,7,1,2.9,2022,2247011.59594215,"Sem Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Bens Não Duráveis","Ind de Alimentos e Bebidas",417,882201.73,0.524419552560647,349
"167",12250,"Recuperação",2021-03-10,"De 1 a 5 bilhões",2022-02-21,5,3,16.97,2022,372897.933144979,"Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,"Serviços","Serviços Financeiros",67,125268.02,0.593077564014066,88
"168",13264,"Recuperação",2021-08-18,"De 60,1 a 300 milhoes",2022-02-21,9,4,7.33,2022,1102307.573604,"Sem Concorrência",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Serviços","Servicos Especializados",224,331350.75,0.635878296703297,515
"169",14117,"Novo",2021-12-03,"De 301 a 500 milhões",2022-02-21,1,0,0,2022,519356.45284816,"Sem Concorrência",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Bens Não Duráveis","Demais Ind.",131,204816.05,0.522294927113703,237
